Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 09:58:02.333,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.731, -0.007, 0.661, -0.061, 6.836, 0,,,,,,, -90.736, 31.036, -12.491, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.393,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.731, -0.007, 0.657, -0.061, 5.554, 0,,,,,,, -90.742, 31.388, -12.491, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.423,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.734, -0.006, 0.654, -0.061, 4.517, 0,,,,,,, -90.747, 31.69, -12.497, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.438,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.493, -0.029, -0.953, 0.244, 61.462, 0,,,,,,, -112.972, -19.204, -163.273, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.513,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.734, -0.007, 0.652, 0, 3.052, 0,,,,,,, -90.753, 31.926, -12.502, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.528,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.592, -0.032, -0.901, 0.244, 61.951, 0,,,,,,, -112.885, -25.384, -161.993, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.543,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.735, -0.009, 0.651, 0, 2.136, 0,,,,,,, -90.758, 32.108, -12.508, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.603,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.736, -0.005, 0.651, -0.061, 0.793, 0,,,,,,, -90.764, 32.228, -12.519, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.633,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.735, -0.005, 0.65, 0, -0.061, 0,,,,,,, -90.769, 32.3, -12.53, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.648,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.669, -0.03, -0.836, 0.305, 61.646, 0,,,,,,, -112.764, -31.564, -161.065, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.723,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.735, -0.006, 0.648, 0, -1.465, 0,,,,,,, -90.769, 32.316, -12.541, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.738,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.752, -0.032, -0.774, 0.244, 62.073, 0,,,,,,, -112.599, -37.853, -160.571, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.754,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.732, -0.01, 0.651, -0.061, -2.686, 0,,,,,,, -90.775, 32.278, -12.557, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.784,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.729, -0.007, 0.654, 0, -3.601, 0,,,,,,, -90.78, 32.184, -12.568, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.843,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.727, -0.006, 0.657, 0, -4.7, 0,,,,,,, -90.78, 32.036, -12.585, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.858,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.817, -0.031, -0.694, 0.244, 62.5, 0,,,,,,, -112.385, -44.011, -160.461, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.905,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.723, -0.007, 0.659, 0, -5.615, 0,,,,,,, -90.78, 31.838, -12.601, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.919,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.873, -0.031, -0.611, 0.244, 61.707, 0,,,,,,, -112.099, -50.175, -160.779, -67.326, 41.944, 39.788, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.964,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.719, -0.008, 0.663, 0, -6.775, 0,,,,,,, -90.78, 31.597, -12.612, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.993,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.713, -0.008, 0.667, 0, -7.629, 0,,,,,,, -90.775, 31.3, -12.629, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:03.023,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.705, -0.006, 0.673, 0, -8.728, 0,,,,,,, -90.769, 30.959, -12.651, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:03.069,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.914, -0.033, -0.52, 0.183, 61.584, 0,,,,,,, -111.698, -56.277, -161.51, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.115,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.702, -0.006, 0.679, 0, -9.46, 0,,,,,,, -90.769, 30.569, -12.667, 14.896, 68.404, -35.770, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:03.130,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.957, -0.032, -0.428, 0.244, 61.096, 0,,,,,,, -111.127, -62.391, -162.686, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.174,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.696, -0.007, 0.686, 0.061, -10.62, 0,,,,,,, -90.758, 30.141, -12.684, 14.896, 68.404, -35.770, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:03.249,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.98, -0.035, -0.322, 0.244, 61.035, 0,,,,,,, -110.253, -68.456, -164.377, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.264,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.685, -0.008, 0.69, 0.061, -11.414, 0,,,,,,, -90.753, 29.652, -12.7, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.266,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.679, -0.007, 0.699, 0, -12.756, 0,,,,,,, -90.747, 29.119, -12.717, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.326,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.669, -0.005, 0.706, 0, -13.184, 0,,,,,,, -90.736, 28.542, -12.739, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.399,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 1.005, -0.033, -0.219, 0.244, 60.059, 0,,,,,,, -108.759, -74.537, -166.866, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.415,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.666, -0.006, 0.716, 0, -14.648, 0,,,,,,, -90.731, 27.916, -12.766, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.444,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.644, -0.007, 0.723, 0.061, -15.564, 0,,,,,,, -90.72, 27.235, -12.788, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.446,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.644, -0.008, 0.733, 0.061, -16.541, 0,,,,,,, -90.714, 26.494, -12.816, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.459,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 1.01, -0.034, -0.105, 0.305, 61.768, 0,,,,,,, -105.787, -80.568, -171.002, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.503,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.625, -0.006, 0.741, 0.122, -17.273, 0,,,,,,, -90.698, 25.724, -12.843, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.518,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.986, -0.034, 0.006, 0.244, 60.547, 0,,,,,,, -97.026, -86.523, 178.967, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.563,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.611, -0.005, 0.754, 0.061, -19.165, 0,,,,,,, -90.687, 24.879, -12.87, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.593,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.598, -0.005, 0.762, 0.061, -19.897, 0,,,,,,, -90.676, 23.978, -12.903, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.624,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.586, -0.006, 0.774, 0.122, -20.508, 0,,,,,,, -90.665, 23.038, -12.931, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.670,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.974, -0.033, 0.1, 0.244, 62.134, 0,,,,,,, -18.721, -90.873, 99.3, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.714,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.568, -0.007, 0.783, 0.183, -21.79, 0,,,,,,, -90.654, 22.05, -12.969, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.759,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.938, -0.035, 0.212, 0.244, 61.096, 0,,,,,,, 48.01, -86.254, 31.168, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.774,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.551, -0.004, 0.797, 0.183, -23.01, 0,,,,,,, -90.637, 21.006, -13.008, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.834,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.533, -0.004, 0.807, 0.122, -23.987, 0,,,,,,, -90.621, 19.902, -13.041, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.834,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.518, -0.004, 0.821, 0.122, -24.78, 0,,,,,,, -90.604, 18.754, -13.079, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:03.849,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.901, -0.034, 0.312, 0.305, 60.547, 0,,,,,,, 56.201, -80.327, 21.555, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:03.968,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.844, -0.035, 0.412, 0.244, 59.631, 0,,,,,,, 59.052, -74.416, 17.32, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:04.014,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.494, -0.005, 0.831, 0.183, -25.94, 0,,,,,,, -90.588, 17.551, -13.118, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.014,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.471, -0.005, 0.844, 0.244, -27.71, 0,,,,,,, -90.577, 16.276, -13.162, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.014,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.454, -0.003, 0.854, 0.244, -28.259, 0,,,,,,, -90.555, 14.947, -13.206, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.058,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.792, -0.034, 0.499, 0.305, 59.509, 0,,,,,,, 60.518, -68.423, 14.474, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:04.074,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.432, -0.003, 0.868, 0.183, -29.846, 0,,,,,,, -90.538, 13.568, -13.25, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.134,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.396, -0.004, 0.877, 0.183, -31.189, 0,,,,,,, -90.522, 12.107, -13.293, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.149,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.718, -0.035, 0.59, 0.305, 60.486, 0,,,,,,, 61.397, -62.43, 12.233, -67.326, 41.944, 39.788, 23.08, 0.44696, 0.15436, -0.87567, 0.09747,
 09:58:04.164,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.376, -0.004, 0.892, 0.183, -32.837, 0,,,,,,, -90.505, 10.569, -13.337, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.194,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.348, -0.002, 0.902, 0.244, -33.203, 0,,,,,,, -90.489, 8.992, -13.387, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.255,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.325, -0.003, 0.915, 0.244, -35.095, 0,,,,,,, -90.472, 7.35, -13.436, 14.896, 68.404, -35.770, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.271,d2:5a:50:4a:21:12, 2024-09-04 09:57:58.686, 0.645, -0.034, 0.668, 0.244, 60.12, 0,,,,,,, 61.985, -56.316, 10.377, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.314,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.278, -0.003, 0.922, 0.183, -36.255, 0,,,,,,, -90.456, 5.636, -13.48, -3.332, 65.464, -41.748, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.359,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.556, -0.034, 0.745, 0.305, 61.768, 0,,,,,,, 62.402, -50.18, 8.795, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.375,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.261, -0.003, 0.935, 0.366, -36.926, 0,,,,,,, -90.434, 3.867, -13.535, -3.332, 65.464, -41.748, 23.35, 0.92242, 0.03674, 0.37085, -0.10083,
 09:58:04.405,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.22, -0.003, 0.941, 0.305, -37.292, 0,,,,,,, -90.417, 2.082, -13.585, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.435,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:58.729, -0.188, -0.001, 0.952, 0.366, -38.391, 0,,,,,,, -90.401, 0.253, -13.634, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.449,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.46, -0.034, 0.809, 0.366, 60.608, 0,,,,,,, 62.699, -44.011, 7.509, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.538,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.364, -0.033, 0.859, 0.305, 61.584, 0,,,,,,, 62.924, -37.82, 6.487, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.585,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, -0.149, -0.003, 0.958, 0.305, -38.94, 0,,,,,,, -90.379, -1.615, -13.683, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.585,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, -0.121, -0.002, 0.965, 0.366, -38.635, 0,,,,,,, -90.357, -3.488, -13.733, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.613,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, -0.081, -0.001, 0.969, 0.366, -39.062, 0,,,,,,, -90.341, -5.378, -13.782, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.644,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, -0.045, 0, 0.975, 0.366, -38.635, 0,,,,,,, -90.319, -7.262, -13.826, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.659,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.258, -0.033, 0.904, 0.305, 61.584, 0,,,,,,, 63.089, -31.635, 5.773, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.734,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, -0.01, -0.001, 0.978, 0.366, -38.147, 0,,,,,,, -90.302, -9.135, -13.87, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.749,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.152, -0.032, 0.937, 0.244, 61.829, 0,,,,,,, 63.215, -25.395, 5.334, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.795,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.022, 0, 0.98, 0.244, -36.926, 0,,,,,,, -90.286, -10.959, -13.909, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.795,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.062, 0, 0.982, 0.366, -35.767, 0,,,,,,, -90.269, -12.744, -13.947, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.854,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.086, -0.002, 0.983, 0.244, -34.119, 0,,,,,,, -90.253, -14.447, -13.975, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.914,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.118, 0, 0.982, 0.244, -32.043, 0,,,,,,, -90.236, -16.078, -14.002, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:04.930,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, 0.042, -0.032, 0.959, 0.305, 61.707, 0,,,,,,, 63.309, -19.149, 5.169, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.930,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.06, -0.032, 0.97, 0.244, 61.462, 0,,,,,,, 63.364, -12.87, 5.323, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:04.974,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.147, 0, 0.982, 0.244, -29.48, 0,,,,,,, -90.225, -17.6, -14.024, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.003,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.169, 0, 0.979, 0.183, -26.428, 0,,,,,,, -90.209, -18.995, -14.041, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.034,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.189, 0, 0.978, 0.244, -23.804, 0,,,,,,, -90.198, -20.27, -14.046, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.079,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.164, -0.031, 0.972, 0.244, 61.707, 0,,,,,,, 63.397, -6.614, 5.685, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:05.123,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.206, 0, 0.976, 0.122, -20.691, 0,,,,,,, -90.198, -21.401, -14.046, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.139,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.279, -0.029, 0.963, 0.305, 61.462, 0,,,,,,, 63.408, -0.374, 6.273, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:05.154,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.224, -0.001, 0.974, 0.122, -18.066, 0,,,,,,, -90.192, -22.407, -14.046, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.213,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.228, 0, 0.972, 0.183, -14.282, 0,,,,,,, -90.181, -23.264, -14.041, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.243,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.242, -0.001, 0.97, 0.183, -11.719, 0,,,,,,, -90.176, -23.967, -14.03, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.258,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.378, -0.029, 0.932, 0.183, 62.134, 0,,,,,,, 63.397, 5.927, 6.998, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:05.334,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.245, 0, 0.969, 0.183, -8.179, 0,,,,,,, -90.17, -24.527, -14.019, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.349,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.488, -0.03, 0.898, 0.183, 62.805, 0,,,,,,, 63.358, 12.206, 7.663, -34.104, 25.480, -18.620, 23.08, 0.90552, 0.01126, -0.41928, 0.06326,
 09:58:05.364,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.249, 0, 0.968, 0, -5.676, 0,,,,,,, -90.165, -24.939, -13.997, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.425,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.249, 0, 0.966, 0.061, -2.014, 0,,,,,,, -90.165, -25.203, -13.975, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.455,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.248, 0, 0.966, 0, 0.122, 0,,,,,,, -90.165, -25.329, -13.947, -3.332, 65.464, -41.748, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.469,d2:5a:50:4a:21:12, 2024-09-04 09:57:59.876, -0.577, -0.028, 0.844, 0.183, 62.134, 0,,,,,,, 63.303, 18.578, 7.85, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:05.560,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.658, -0.028, 0.789, 0.244, 62.927, 0,,,,,,, 63.259, 24.966, 6.553, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:05.574,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.241, 0, 0.967, 0, 3.601, 0,,,,,,, -90.159, -25.323, -13.914, -24.696, 64.386, -37.926, 23.35, 0.98279, 0.01495, 0.14203, -0.11673,
 09:58:05.576,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.235, 0.001, 0.967, 0, 5.859, 0,,,,,,, -90.159, -25.181, -13.881, -24.696, 64.386, -37.926, 23.35, 0.98822, 0.01495, 0.14203, -0.11673,
 09:58:05.634,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.224, 0, 0.969, -0.061, 8.545, 0,,,,,,, -90.159, -24.917, -13.843, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.679,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.735, -0.027, 0.727, 0.244, 60.791, 0,,,,,,, 63.237, 31.311, 2.972, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:05.723,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.213, 0, 0.97, -0.061, 10.62, 0,,,,,,, -90.165, -24.538, -13.804, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.723,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:59.919, 0.2, 0, 0.972, -0.122, 13.062, 0,,,,,,, -90.165, -24.049, -13.766, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.738,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.8, -0.027, 0.65, 0.244, 61.523, 0,,,,,,, 63.21, 37.645, -1.357, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
